Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Dichorhavirus coffeae,2955760,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Dichorhavirus,2,0.000870455,0.000890448
Dichorhavirus leprosis,2560386,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;Dichorhavirus,1,0.000435227,0.000445224
Diciambidensovirus hemipteran1,3052183,Viruses;Cossaviricota;Quintoviricetes;Piccovirales;Parvoviridae;Diciambidensovirus,1,0.000435227,0.000445224
Dicipivirus acadici,3428295,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Dicipivirus,1,0.000435227,0.000445224
Dicipivirus berinro,3428296,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Dicipivirus,1,0.000435227,0.000445224
Diegovirus POCJ13,1981166,Viruses;Uroviricota;Caudoviricetes;;;Diegovirus,4,0.00174091,0.0017809
Dihsdivirus solenecus,2844084,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Dihsdivirus,1,0.000435227,0.000445224
Dilongvirus PHB09,3428298,Viruses;Uroviricota;Caudoviricetes;;Vandenendeviridae;Dilongvirus,8,0.00348182,0.00356179
Dilzevirus borborohabitans,2844086,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Solspiviridae;Dilzevirus,2,0.000870455,0.000890448
Dinavirus dina,2846739,Viruses;Uroviricota;Caudoviricetes;;;Dinavirus,100,0.0435227,0.0445224
Dinovernavirus aedis,341721,Viruses;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Dinovernavirus,4,0.00174091,0.0017809
Diorhovirus copri,2955761,Viruses;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae;Diorhovirus,20,0.00870455,0.00890448
Diorhovirus intestinalis,2955762,Viruses;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae;Diorhovirus,9,0.00391705,0.00400702
Dioscorea bacilliform virus,52996,Viruses;Artverviricota;Revtraviricetes;Ortervirales;Caulimoviridae;Badnavirus,9,0.00391705,0.00400702
Dishui lake phycodnavirus 1,2079134,Viruses;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Prasinovirus,71,0.0309011,0.0316109
Dismasvirus dismas,2560588,Viruses;Uroviricota;Caudoviricetes;;;Dismasvirus,37,0.0161034,0.0164733
Divavirus alphadiuris,3428303,Viruses;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Divavirus,1,0.000435227,0.000445224
Diydovirus borborovicinum,2844090,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Atkinsviridae;Diydovirus,1,0.000435227,0.000445224
Dobrovirus bufonis,2844091,Viruses;;;;Kolmioviridae;Dobrovirus,2,0.000870455,0.000890448
Docaquintavirus doca5,3428312,Viruses;Uroviricota;Caudoviricetes;;Mesyanzhinovviridae;Docaquintavirus,33,0.0143625,0.0146924
Dohlivirus borborovivens,2844092,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Dohlivirus,1,0.000435227,0.000445224
Dolmabahcevirus turkishdelight,3428314,Viruses;Uroviricota;Caudoviricetes;;;Dolmabahcevirus,519,0.225883,0.231071
Dolusvirus shimokitaense,3059971,Viruses;Uroviricota;Caudoviricetes;;Verdandiviridae;Dolusvirus,7,0.00304659,0.00311657
Donellivirus gee,1084719,Viruses;Uroviricota;Caudoviricetes;;;Donellivirus,337,0.146672,0.150041
Dongdastvirus Axp3,2843626,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Dongdastvirus,2,0.000870455,0.000890448
Dongdastvirus Axy04,2843620,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Dongdastvirus,5,0.00217614,0.00222612
Dongdastvirus Axy12,2843623,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Dongdastvirus,1,0.000435227,0.000445224
Dongdastvirus Axy24,2843624,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Dongdastvirus,14,0.00609318,0.00623314
Donnerlittchenvirus donnerlittchenvirus,3428316,Viruses;Uroviricota;Caudoviricetes;;Mesyanzhinovviridae;Donnerlittchenvirus,95,0.0413466,0.0422963
Dorisvirus 49B3,2846600,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Dorisvirus,6,0.00261136,0.00267134
Dortuvirus fonticola,3428326,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Dortuvirus,1,0.000435227,0.000445224
Doucettevirus B22,2169870,Viruses;Uroviricota;Caudoviricetes;;;Doucettevirus,21,0.00913977,0.00934971
Doucettevirus E6,2169872,Viruses;Uroviricota;Caudoviricetes;;;Doucettevirus,5,0.00217614,0.00222612
Doucettevirus G4,2169873,Viruses;Uroviricota;Caudoviricetes;;;Doucettevirus,10,0.00435227,0.00445224
Doucettevirus doucette,2169871,Viruses;Uroviricota;Caudoviricetes;;;Doucettevirus,14,0.00609318,0.00623314
Douglaswolinvirus B2,2734204,Viruses;Uroviricota;Caudoviricetes;;;Douglaswolinvirus,14,0.00609318,0.00623314
Doupovirus australiaense,2955763,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Xinmoviridae;Doupovirus,3,0.00130568,0.00133567
Dpdavirus caudatum,3428331,Viruses;Uroviricota;Caudoviricetes;Kirjokansivirales;Haloferuviridae;Dpdavirus,34,0.0147977,0.0151376
Dragolirvirus dragolir,2845734,Viruses;Uroviricota;Caudoviricetes;;;Dragolirvirus,3,0.00130568,0.00133567
Dragonfly associated cyclovirus,2152567,Viruses;Cressdnaviricota;Arfiviricetes;Cirlivirales;Circoviridae;Cyclovirus,1,0.000435227,0.000445224
Dragonfly larvae associated circular virus-5,1454026,Viruses;;;;;,1,0.000435227,0.000445224
Draselvirus dentati,2501936,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Xinmoviridae;Draselvirus,1,0.000435227,0.000445224
Draycavirus humivivens,3428335,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Draycavirus,1,0.000435227,0.000445224
Drivevirus gastrointestinalis,2955765,Viruses;Uroviricota;Caudoviricetes;Crassvirales;Intestiviridae;Drivevirus,185,0.0805171,0.0823665
Dromedary astrovirus,1662272,Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,9,0.00391705,0.00400702
Dromedary stool-associated circular ssDNA virus,1574422,Viruses;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;,1,0.000435227,0.000445224
Drosmacovirus camas1,2844099,Viruses;Cressdnaviricota;Arfiviricetes;Cremevirales;Smacoviridae;Drosmacovirus,3,0.00130568,0.00133567
Drosophila immigrans Nora virus,1500866,Viruses;;;;;,6,0.00261136,0.00267134
Drosophila melanogaster totivirus SW-2009a,663282,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Orthototiviridae;,1,0.000435227,0.000445224
Drosophila subobscura Nora virus,1500865,Viruses;;;;;,4,0.00174091,0.0017809
Drulisvirus BO1E,2733600,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,4,0.00174091,0.0017809
Drulisvirus F19,1920780,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,4,0.00174091,0.0017809
Drulisvirus KP34,1920777,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,458,0.199334,0.203913
Drulisvirus KPRio2015,2733601,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,3,0.00130568,0.00133567
Drulisvirus KPV811,2733605,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,1,0.000435227,0.000445224
Drulisvirus Kp2,1980955,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,23,0.0100102,0.0102402
Drulisvirus KpS2,2733602,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,3,0.00130568,0.00133567
Drulisvirus KpV41,1980956,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,1,0.000435227,0.000445224
Drulisvirus KpV475,1980958,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,2,0.000870455,0.000890448
Drulisvirus KpV48,2733603,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,8,0.00348182,0.00356179
Drulisvirus KpV71,1980957,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,2,0.000870455,0.000890448
Drulisvirus KpV74,2733604,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,20,0.00870455,0.00890448
Drulisvirus SFN6B,2733607,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,2,0.000870455,0.000890448
Drulisvirus SU503,1920778,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,3,0.00130568,0.00133567
Drulisvirus SU552A,1920779,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,12,0.00522273,0.00534269
Drulisvirus altogao,2733599,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,2,0.000870455,0.000890448
Drulisvirus minorna,2733598,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,3,0.00130568,0.00133567
Drulisvirus myPSH1235,2733606,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autoscriptoviridae;Drulisvirus,12,0.00522273,0.00534269
Drunivirus chambonense,2501935,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Xinmoviridae;Drunivirus,1,0.000435227,0.000445224
Duamitovirus alal1,2955766,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,2,0.000870455,0.000890448
Duamitovirus boci3,2955770,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus dapi1,2955778,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus fupo3,2955781,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,5,0.00217614,0.00222612
Duamitovirus gima4,2955786,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus hean1,2955787,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus hean3,2955788,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,5,0.00217614,0.00222612
Duamitovirus hulu1,2955790,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus rhce1,2955800,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus rhir1,2955801,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus rhso26,2955804,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus rhso27,2955805,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus rhso31,2955806,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus rhso34,2955833,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus scho1,2955834,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus scsc6,2955837,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Duamitovirus soch1,2955838,Viruses;Lenarviricota;Howeltoviricetes;Cryppavirales;Mitoviridae;Duamitovirus,1,0.000435227,0.000445224
Dubowvirus ETA2,326036,Viruses;Uroviricota;Caudoviricetes;;;Dubowvirus,1,0.000435227,0.000445224
Dubowvirus IPLA88,575608,Viruses;Uroviricota;Caudoviricetes;;;Dubowvirus,6,0.00261136,0.00267134
Dubowvirus SA97,2846281,Viruses;Uroviricota;Caudoviricetes;;;Dubowvirus,1,0.000435227,0.000445224
Dubowvirus SAP33,2846284,Viruses;Uroviricota;Caudoviricetes;;;Dubowvirus,6,0.00261136,0.00267134
Dubowvirus dv69,320834,Viruses;Uroviricota;Caudoviricetes;;;Dubowvirus,6,0.00261136,0.00267134
Dubuvirus dubu,3059972,Viruses;Uroviricota;Caudoviricetes;;;Dubuvirus,68,0.0295955,0.0302752
Duck astrovirus GII.A,905828,Viruses;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,1,0.000435227,0.000445224
Dugnivirus solivivens,2844107,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Atkinsviridae;Dugnivirus,1,0.000435227,0.000445224
Dunaliella viridis virus SI2,754069,Viruses;Uroviricota;Caudoviricetes;;;,79,0.034383,0.0351727
Dunedinvirus JS26,2955840,Viruses;Uroviricota;Caudoviricetes;;Casjensviridae;Dunedinvirus,83,0.0361239,0.0369536
Duodecimduovirus phiE122,2955841,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Duodecimduovirus,11,0.0047875,0.00489746
Duonihilunusvirus YenM06162,3059973,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Duonihilunusvirus,10,0.00435227,0.00445224
Duonihilunusvirus YenM20116,3059974,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Duonihilunusvirus,3,0.00130568,0.00133567
Duonihilunusvirus YenM5617,3059975,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Duonihilunusvirus,6,0.00261136,0.00267134
Dursuvirus choradaptatum,3428426,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Dursuvirus,3,0.00130568,0.00133567
Dybvigvirus Av1,338473,Viruses;Uroviricota;Caudoviricetes;;;Dybvigvirus,4,0.00174091,0.0017809
Dyodeltapapillomavirus 1,1177764,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyodeltapapillomavirus,4,0.00174091,0.0017809
Dyoepsilonpapillomavirus 1,1177765,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyoepsilonpapillomavirus,3,0.00130568,0.00133567
Dyoetapapillomavirus 1,1177767,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyoetapapillomavirus,5,0.00217614,0.00222612
Dyoiotapapillomavirus 1,1233177,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyoiotapapillomavirus,1,0.000435227,0.000445224
Dyoiotapapillomavirus 2,2083182,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyoiotapapillomavirus,1,0.000435227,0.000445224
Dyokappapapillomavirus 1,1513247,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyokappapapillomavirus,2,0.000870455,0.000890448
Dyokappapapillomavirus 5,2169880,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyokappapapillomavirus,2,0.000870455,0.000890448
Dyolambdapapillomavirus 1,1513248,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyolambdapapillomavirus,1,0.000435227,0.000445224
Dyomupapillomavirus 1,1513249,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyomupapillomavirus,1,0.000435227,0.000445224
Dyonupapillomavirus 1,1513250,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyonupapillomavirus,14,0.00609318,0.00623314
Dyoomegapapillomavirus 1,1918731,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyoomegapapillomavirus,2,0.000870455,0.000890448
Dyopipapillomavirus 1,1513252,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyopipapillomavirus,3,0.00130568,0.00133567
Dyorhopapillomavirus 1,1513253,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyorhopapillomavirus,5,0.00217614,0.00222612
Dyosigmapapillomavirus 1,1513254,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyosigmapapillomavirus,2,0.000870455,0.000890448
Dyotaupapillomavirus 1,1932910,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyotaupapillomavirus,3,0.00130568,0.00133567
Dyothetapapillomavirus 1,1235662,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyothetapapillomavirus,1,0.000435227,0.000445224
Dyoxipapillomavirus 1,1513255,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyoxipapillomavirus,1,0.000435227,0.000445224
Dyoxipapillomavirus 2,2169881,Viruses;Cossaviricota;Papovaviricetes;Zurhausenvirales;Papillomaviridae;Dyoxipapillomavirus,1,0.000435227,0.000445224
Eagleeyevirus eagleeye,2955842,Viruses;Uroviricota;Caudoviricetes;;;Eagleeyevirus,44,0.01915,0.0195899
Eahsevirus limicola,3428432,Viruses;Lenarviricota;Leviviricetes;Norzivirales;Fiersviridae;Eahsevirus,1,0.000435227,0.000445224
Eapunavirus Eap1,2733615,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Eapunavirus,18,0.00783409,0.00801403
Eastlansingvirus Sf12,2734004,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Eastlansingvirus,2,0.000870455,0.000890448
Ebriosvirus IME15,3428439,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Ebriosvirus,18,0.00783409,0.00801403
Ebriosvirus ebrios,3428438,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Ebriosvirus,1,0.000435227,0.000445224
Eceepunavirus EcP1,2844120,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Eceepunavirus,15,0.00652841,0.00667836
Eclunavirus EcL1,2560414,Viruses;Uroviricota;Caudoviricetes;;Drexlerviridae;Eclunavirus,8,0.00348182,0.00356179
Edenvirus eden,2734230,Viruses;Uroviricota;Caudoviricetes;;;Edenvirus,99,0.0430875,0.0440772
Edwardsroadvirus RRH1,3428441,Viruses;Uroviricota;Caudoviricetes;;;Edwardsroadvirus,37,0.0161034,0.0164733
Eel River basin pequenovirus,1609634,Viruses;Phixviricota;Malgrandaviricetes;Petitvirales;Microviridae;,3,0.00130568,0.00133567
Eerlswavirus arvivicinum,3428443,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Eerlswavirus,1,0.000435227,0.000445224
Eerlswavirus edaphadaptatum,3428444,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Eerlswavirus,1,0.000435227,0.000445224
Eerlswavirus pedadaptatum,3428445,Viruses;Lenarviricota;Leviviricetes;Timlovirales;Steitzviridae;Eerlswavirus,4,0.00174091,0.0017809
Efbeekayvirus Fbkp27,2955843,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Efbeekayvirus,4,0.00174091,0.0017809
Efbeekayvirus P184,2955844,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Efbeekayvirus,28,0.0121864,0.0124663
Efekovirus efeko,3428447,Viruses;Uroviricota;Caudoviricetes;;Orlajensenviridae;Efekovirus,43,0.0187148,0.0191446
Efemquintavirus Efm5,3428448,Viruses;Uroviricota;Caudoviricetes;;;Efemquintavirus,3,0.00130568,0.00133567
Efemunavirus Efm1,3428449,Viruses;Uroviricota;Caudoviricetes;;;Efemunavirus,7,0.00304659,0.00311657
Efquatrovirus AL2,2560415,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,2,0.000870455,0.000890448
Efquatrovirus AL3,2560416,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,1,0.000435227,0.000445224
Efquatrovirus EF3,2560420,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,2,0.000870455,0.000890448
Efquatrovirus EF4,2560421,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,11,0.0047875,0.00489746
Efquatrovirus EcZZ2,2560424,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,1,0.000435227,0.000445224
Efquatrovirus EfaCPT1,2560425,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,3,0.00130568,0.00133567
Efquatrovirus IME196,2560426,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,4,0.00174091,0.0017809
Efquatrovirus LY0322,2560427,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,4,0.00174091,0.0017809
Efquatrovirus SANTOR1,2560429,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,15,0.00652841,0.00667836
Efquatrovirus SHEF4,2560431,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,3,0.00130568,0.00133567
Efquatrovirus SHEF5,2560432,Viruses;Uroviricota;Caudoviricetes;;;Efquatrovirus,3,0.00130568,0.00133567
Eganvirus BIS20,3059976,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Eganvirus,11,0.0047875,0.00489746
Eganvirus EtG,2734059,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Eganvirus,27,0.0117511,0.0120211
Eganvirus PsP3,12407,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Eganvirus,13,0.00565795,0.00578791
Eganvirus SEN1,2734060,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Eganvirus,1,0.000435227,0.000445224
Eganvirus SW9,2846110,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Eganvirus,1,0.000435227,0.000445224
Eganvirus ev186,29252,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Eganvirus,7,0.00304659,0.00311657
Egaro virus,1888318,Viruses;;;;;,2,0.000870455,0.000890448
Eiauvirus eiAU,1982112,Viruses;Uroviricota;Caudoviricetes;;;Eiauvirus,24,0.0104455,0.0106854
Eidolon helvum adenovirus,2039267,Viruses;Preplasmiviricota;Pharingeaviricetes;Rowavirales;Adenoviridae;Mastadenovirus,10,0.00435227,0.00445224
Eidolonvirus eidolon,3428454,Viruses;Uroviricota;Caudoviricetes;;;Eidolonvirus,84,0.0365591,0.0373988
Eilatmyovirus salis,3428455,Viruses;Uroviricota;Caudoviricetes;Thumleimavirales;Soleiviridae;Eilatmyovirus,7,0.00304659,0.00311657
Eimeria stiedai RNA virus 1,1898175,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Orthototiviridae;,1,0.000435227,0.000445224
Eimeriavirus ichi,3428456,Viruses;Duplornaviricota;Chrymotiviricetes;Ghabrivirales;Pseudototiviridae;Eimeriavirus,3,0.00130568,0.00133567
Eisenstarkvirus L7,2560842,Viruses;Uroviricota;Caudoviricetes;;;Eisenstarkvirus,10,0.00435227,0.00445224
Elanorvirus elanor,3428460,Viruses;Uroviricota;Caudoviricetes;;Mesyanzhinovviridae;Elanorvirus,124,0.0539682,0.0552078
Elderberry carlavirus A,1569052,Viruses;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Carlavirus,1,0.000435227,0.000445224
Elderberry carlavirus B,1569053,Viruses;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Carlavirus,1,0.000435227,0.000445224
Eldridgevirus eldridge,2843766,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Eldridgevirus,33,0.0143625,0.0146924
Electravirus Sbp1,2955847,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Electravirus,8,0.00348182,0.00356179
Elemovirus elemoA,2955848,Viruses;Uroviricota;Caudoviricetes;;;Elemovirus,1,0.000435227,0.000445224
Elemovirus elemoB,2955849,Viruses;Uroviricota;Caudoviricetes;;;Elemovirus,2,0.000870455,0.000890448
Elephant endotheliotropic herpesvirus 3,548913,Viruses;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Proboscivirus,287,0.12491,0.127779
Elephant endotheliotropic herpesvirus 4,548914,Viruses;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Proboscivirus,242,0.105325,0.107744
Elephant endotheliotropic herpesvirus 5,768738,Viruses;Peploviricota;Herviviricetes;Herpesvirales;Orthoherpesviridae;Proboscivirus,33,0.0143625,0.0146924
Elerivirus eleri,2560589,Viruses;Uroviricota;Caudoviricetes;;;Elerivirus,25,0.0108807,0.0111306
Elesarvirus elesar,3428462,Viruses;Uroviricota;Caudoviricetes;;;Elesarvirus,153,0.0665898,0.0681193
Elicom virus 1,2480175,Viruses;;;;;,1,0.000435227,0.000445224
Elmenteitavirus ev125,2843749,Viruses;Uroviricota;Caudoviricetes;;;Elmenteitavirus,12,0.00522273,0.00534269
Elpedvirus LpeD,2845137,Viruses;Uroviricota;Caudoviricetes;;Herelleviridae;Elpedvirus,30,0.0130568,0.0133567
Elunavirus L1,2733616,Viruses;Uroviricota;Caudoviricetes;Autographivirales;Autotranscriptaviridae;Elunavirus,6,0.00261136,0.00267134
Elveevirus 4LV2017,2734062,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Elveevirus,9,0.00391705,0.00400702
Elveevirus cartapus,3059977,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Elveevirus,8,0.00348182,0.00356179
Elvirus EL,1984787,Viruses;Uroviricota;Caudoviricetes;;Chimalliviridae;Elvirus,93,0.0404761,0.0414058
Emalynvirus GTE2,2560497,Viruses;Uroviricota;Caudoviricetes;;;Emalynvirus,66,0.028725,0.0293848
Emalynvirus cozz,2560490,Viruses;Uroviricota;Caudoviricetes;;;Emalynvirus,27,0.0117511,0.0120211
Emalynvirus emalyn,2560491,Viruses;Uroviricota;Caudoviricetes;;;Emalynvirus,29,0.0126216,0.0129115
Emalynvirus troje,2560511,Viruses;Uroviricota;Caudoviricetes;;;Emalynvirus,138,0.0600614,0.0614409
Emaravirus aceris,2955855,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,2,0.000870455,0.000890448
Emaravirus actinidiae,1980425,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,1,0.000435227,0.000445224
Emaravirus cajani,1980429,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,2,0.000870455,0.000890448
Emaravirus camelliae,2843907,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,1,0.000435227,0.000445224
Emaravirus chrysanthemi,2955856,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,4,0.00174091,0.0017809
Emaravirus cordylinae,2099567,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,10,0.00435227,0.00445224
Emaravirus corynocarpi,3059978,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Fimoviridae;Emaravirus,6,0.00261136,0.00267134
