Name,TaxID,Lineage,Count,Proportion_All(%),Proportion_Classified(%)
Ralstonia phage 1 NP-2014,1460070,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;,19,0.00826932,0.00845926
Ralstonia phage RS138,1483485,Viruses;Uroviricota;Caudoviricetes;;;,99,0.0430875,0.0440772
Ralstonia phage RSP15,1785960,Viruses;Uroviricota;Caudoviricetes;Pantevenvirales;Ackermannviridae;,35,0.015233,0.0155828
Ralstonia phage RSS30,1352227,Viruses;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae;,5,0.00217614,0.00222612
Ranavirus alytes1,3432133,Viruses;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae;Ranavirus,4,0.00174091,0.0017809
Ranavirus ambystoma1,265294,Viruses;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae;Ranavirus,41,0.0178443,0.0182542
Ranavirus epinephelus1,3432134,Viruses;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae;Ranavirus,130,0.0565795,0.0578791
Ranavirus gadus1,3432135,Viruses;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae;Ranavirus,1,0.000435227,0.000445224
Ranavirus perca1,3432137,Viruses;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae;Ranavirus,24,0.0104455,0.0106854
Ranavirus rana1,3391521,Viruses;Nucleocytoviricota;Megaviricetes;Pimascovirales;Iridoviridae;Ranavirus,21,0.00913977,0.00934971
Raphanus sativus cryptic virus 1,348449,Viruses;Pisuviricota;Duplopiviricetes;Durnavirales;Partitiviridae;,1,0.000435227,0.000445224
Raphidovirus japonicum,3432138,Viruses;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae;Raphidovirus,77,0.0335125,0.0342823
Raspberry latent virus,907191,Viruses;Duplornaviricota;Resentoviricetes;Reovirales;;,3,0.00130568,0.00133567
Rauchvirus BPP1,194699,Viruses;Uroviricota;Caudoviricetes;;;Rauchvirus,156,0.0678955,0.069455
Raunefjordenvirus CB2047B,2846415,Viruses;Uroviricota;Caudoviricetes;;Schitoviridae;Raunefjordenvirus,10,0.00435227,0.00445224
Ravarandavirus kac65v151,2845689,Viruses;Uroviricota;Caudoviricetes;;;Ravarandavirus,7,0.00304659,0.00311657
Ravarandavirus kac68v161,2845690,Viruses;Uroviricota;Caudoviricetes;;;Ravarandavirus,3,0.00130568,0.00133567
Ravavirus alpharibis,3432141,Viruses;Kitrinoviricota;Alsuviricetes;Tymovirales;Betaflexiviridae;Ravavirus,3,0.00130568,0.00133567
Ravinvirus N15,40631,Viruses;Uroviricota;Caudoviricetes;;;Ravinvirus,29,0.0126216,0.0129115
Readingvirus MR15,3432142,Viruses;Uroviricota;Caudoviricetes;;;Readingvirus,11,0.0047875,0.00489746
Readingvirus PSA1,3432143,Viruses;Uroviricota;Caudoviricetes;;;Readingvirus,11,0.0047875,0.00489746
Readingvirus psageK9,3432144,Viruses;Uroviricota;Caudoviricetes;;;Readingvirus,11,0.0047875,0.00489746
Recovirus tulani,3432145,Viruses;Pisuviricota;Pisoniviricetes;Picornavirales;Caliciviridae;Recovirus,2,0.000870455,0.000890448
Red clover varicosavirus,2058093,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Rhabdoviridae;,2,0.000870455,0.000890448
Redjacvirus piberecoleta,2956354,Viruses;Uroviricota;Caudoviricetes;;Casjensviridae;Redjacvirus,17,0.00739886,0.00756881
Redjacvirus redjac,2956355,Viruses;Uroviricota;Caudoviricetes;;Casjensviridae;Redjacvirus,14,0.00609318,0.00623314
Redjacvirus stilesk,2956356,Viruses;Uroviricota;Caudoviricetes;;Casjensviridae;Redjacvirus,6,0.00261136,0.00267134
Refugevirus darthphader,2956357,Viruses;Uroviricota;Caudoviricetes;;;Refugevirus,28,0.0121864,0.0124663
Refugevirus refuge,2956358,Viruses;Uroviricota;Caudoviricetes;;;Refugevirus,91,0.0396057,0.0405154
Reginaelenavirus rv3LV2017,2734071,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Reginaelenavirus,87,0.0378648,0.0387345
Reipivirus ST16OXA48phi54,2845099,Viruses;Uroviricota;Caudoviricetes;;Peduoviridae;Reipivirus,22,0.009575,0.00979493
Reptarenavirus aurei,3052723,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus,3,0.00130568,0.00133567
Reptarenavirus californiae,3052724,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus,1,0.000435227,0.000445224
Reptarenavirus commune,3052725,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus,1,0.000435227,0.000445224
Reptarenavirus rotterdamense,3052727,Viruses;Negarnaviricota;Bunyaviricetes;Hareavirales;Arenaviridae;Reptarenavirus,1,0.000435227,0.000445224
Reptillovirus hemidactyli,3052728,Viruses;Negarnaviricota;Bunyaviricetes;Elliovirales;Hantaviridae;Reptillovirus,3,0.00130568,0.00133567
Reqipinevirus reqipine5,3432151,Viruses;Uroviricota;Caudoviricetes;;;Reqipinevirus,97,0.042217,0.0431867
Rerduovirus RER2,1982376,Viruses;Uroviricota;Caudoviricetes;;;Rerduovirus,3,0.00130568,0.00133567
Rerduovirus RGL3,1109716,Viruses;Uroviricota;Caudoviricetes;;;Rerduovirus,25,0.0108807,0.0111306
Rerduovirus hiro,2956360,Viruses;Uroviricota;Caudoviricetes;;;Rerduovirus,84,0.0365591,0.0373988
Rerduovirus takoda,2956362,Viruses;Uroviricota;Caudoviricetes;;;Rerduovirus,4,0.00174091,0.0017809
Respirovirus bovis,3052729,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Paramyxoviridae;Respirovirus,1,0.000435227,0.000445224
Respirovirus caprae,3052730,Viruses;Negarnaviricota;Monjiviricetes;Mononegavirales;Paramyxoviridae;Respirovirus,2,0.000870455,0.000890448
