taxonomy_id	count
12023	620
2842568	0
2843881	0
2786492	2707
2842754	0
2845004	0
2786749	2681
2842578	0
2843902	0
2786366	1858
2843901	0
2786441	623
2843001	0
2846054	0
2786161	2457
2843002	0
2846055	0
2786278	2377
2842718	0
2844809	0
2786624	2366
3152702	0
3428326	0
2844030	0
2785993	2291
2843033	0
2846191	0
2786669	2282
2842576	0
2843899	0
2786139	2238
2842901	0
2845678	0
2786477	2192
2842931	0
2845720	0
2786646	2189
2842858	0
2845577	0
2786002	2140
2843054	0
2846237	0
2786685	2056
2842891	0
2845661	0
2786575	1912
2842562	0
2843866	0
2786384	1907
2842655	0
2844096	0
2786757	1841
2842709	0
2844680	0
2786113	1755
2842804	0
2845073	0
2786004	1546
2843149	0
2846677	0
2786737	1323
2842915	0
2845696	0
2786690	1319
2843110	0
2846594	0
2786747	1305
2842720	0
2844811	0
2786218	1297
2842781	0
2845036	0
2786486	1232
2842643	0
2844082	0
2786315	1183
2842986	0
2845988	0
2786626	1148
2843058	0
2846383	0
2786653	1067
2843135	0
2846661	0
2786541	1043
2842372	0
2843683	0
2786101	979
2842646	0
2844084	0
2786162	944
2843071	0
2846425	0
2786413	482
2842835	0
2845538	0
2786556	399
2842554	0
2843850	0
2786479	388
2843108	0
2846587	0
2786701	244
2842331	369
2842989	94
2852722	0
2845992	0
2786508	7202116
2845991	0
2786434	4231
2842377	0
2843692	0
2786658	933987
2842677	0
2844277	0
2786525	209405
2844278	0
2786635	3057
2853016	0
2842918	0
2852641	0
2845698	0
2786586	86094
2843139	0
2852908	0
2846665	0
2786000	223
2842920	0
2852643	0
2845702	0
2786474	87
2842847	0
2845565	0
2786588	29333
2842773	0
2845028	0
2786385	21088
2842871	1
2845611	0
2786564	7559
2845610	0
2786551	938
3153095	0
2843672	0
2786435	7171
3433311	0
2845016	0
2786834	197
2842668	0
2844154	0
2786482	5823
2843106	0
2846585	0
2786383	2299
2842644	0
2844083	0
2786634	1808
2843085	0
2846440	0
2786175	1679
3153094	14
3433081	0
2845017	0
2786297	678
3433079	0
2845014	0
2786164	599
3433080	0
2845015	0
2786236	380
2842647	0
2844086	0
2786636	1593
2842761	0
2845012	0
2786382	1244
2843111	0
2846595	0
2786524	1107
2843121	0
2846620	0
2786550	912
3153106	0
3433443	0
2845013	0
2786638	797
2842674	0
2844270	0
2786637	735
2842988	0
2845990	0
2786629	726
2842732	0
2844832	0
2786499	677
2843097	0
2846454	0
2786585	259
2843032	0
2846190	0
2786353	159
2842314	215626
2843123	0
2846621	0
2786418	3024379
3152588	4008
3428102	0
2845493	0
2786553	497920
3428103	0
2845494	0
2786718	65686
3428101	0
2845492	0
2786468	36243
3428100	0
2845491	0
2786396	20350
2842874	0
3430900	0
2845673	0
2786659	584685
2845617	0
2786642	1432
2842733	0
2844835	0
2786671	336585
2842597	0
2843940	0
2786663	293998
3152572	0
3427819	0
2846030	0
2786459	110670
2842381	933
2843702	0
2786707	80331
2843701	0
2786253	14482
3426403	0
2846580	0
2786733	767
2842970	0
2845869	0
2786819	81374
2845868	0
2786100	309
2842393	8
2843796	0
2786422	67936
2843795	0
2786400	6206
3152515	340
3426016	0
2845018	0
2786520	17743
3426012	0
2846018	0
2786395	6143
3426011	0
2846017	0
2786001	4576
3426013	0
2846019	0
2786538	2256
3426015	0
2846022	0
2786742	2198
3426014	0
2846021	0
2786738	1435
2842959	18
3431674	0
2846216	0
2786618	15899
2845844	0
2786074	12150
2845846	0
2786183	675
2845845	0
2786159	522
3152516	1276
3426080	0
2846033	0
2786031	16381
3426079	0
2846032	0
2786680	2245
3426077	0
2846029	0
2786423	1735
3426081	0
2846034	0
2786363	1192
3426083	0
2846036	0
